circID	seqnames	start	end	width	strand	type	gene_id	SameGflag	OverGflag	OverGeneID	OverGeneName	circAtlas	circBank	circBase	circPedia	Ntools
cRNA_0361	chr19	41220782	41244779	23998	-	JNC-JNC	ENSMUSG00000025016.12	TRUE	1	NA	NA	mmu-Tm9sf3_0003	mmu_Tm9sf3_0019000		MMU_CIRCpedia_19570	3
cRNA_0362	chr19	41927276	41927916	641	*	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
cRNA_0363	chr19	43798910	43803253	4344	+	JNC-JNC	ENSMUSG00000025194.6	TRUE	1	NA	NA	mmu-Abcc2_0001	mmu_Abcc2_0012000		MMU_CIRCpedia_39335	3
cRNA_0364	chr19	43798910	43806620	7711	+	JNC-JNC	ENSMUSG00000025194.6	TRUE	1	NA	NA	mmu-Abcc2_0003	mmu_Abcc2_0013000			2
cRNA_0365	chr19	43855028	43863459	8432	-	JNC-JNC	ENSMUSG00000025195.10	TRUE	1	NA	NA	mmu-Dnmbp_0001	mmu_Dnmbp_0006000		MMU_CIRCpedia_20167	3
cRNA_0366	chr19	45619304	45628960	9657	-	JNC-JNC	ENSMUSG00000040913.12	TRUE	1	NA	NA	mmu-Fbxw4_0001	mmu_Fbxw4_0017000	mm9_circ_000338	MMU_CIRCpedia_20623	4
cRNA_0367	chr19	45910056	45928942	18887	-	JNC-JNC	ENSMUSG00000039901.11	TRUE	1	NA	NA	mmu-9130011E15Rik_0030	mmu_Armh3_0031000		MMU_CIRCpedia_20739	3
cRNA_0368	chr19	53609020	53610337	1318	+	JNC-JNC	ENSMUSG00000024974.11	TRUE	1	NA	NA	mmu-Smc3_0004	mmu_Smc3_0026000		MMU_CIRCpedia_22689	3
cRNA_0369	chr19	53975885	53976814	930	+	FULLEX	ENSMUSG00000024976.15	TRUE	NA	NA	NA	mmu-Shoc2_0005	mmu_Shoc2_0011000	mm9_circ_009715	MMU_CIRCpedia_22787	4
cRNA_0370	chr19	56558848	56564716	5869	+	JNC-JNC	ENSMUSG00000025078.10	TRUE	1	NA	NA	mmu-Nhlrc2_0005	mmu_Nhlrc2_0002000	mm9_circ_008266	MMU_CIRCpedia_23570	4
cRNA_0371	chr19	57366981	57367607	627	+	JNC-JNC	ENSMUSG00000033478.6	TRUE	1	NA	NA	mmu-Fam160b1_0001	mmu_Fam160b1_0003000	mm9_circ_007735	MMU_CIRCpedia_23815	4
cRNA_0372	chr19	57617517	57645670	28154	+	JNC-JNC	ENSMUSG00000054843.10	TRUE	1	NA	NA	mmu-Atrnl1_0006,mmu-Atrnl1_0030	mmu_Atrnl1_0014000,mmu_Atrnl1_0026000		MMU_CIRCpedia_23878	3
cRNA_0373	chr19	57740062	57744050	3989	+	JNC-JNC	ENSMUSG00000054843.10	TRUE	1	NA	NA	mmu-Atrnl1_0025,mmu-Atrnl1_0089	mmu_Atrnl1_0124000,mmu_Atrnl1_0133000		MMU_CIRCpedia_23941	3
cRNA_0374	chr19	57740062	57766377	26316	+	JNC-JNC	ENSMUSG00000054843.10	TRUE	1	NA	NA	mmu-Atrnl1_0023,mmu-Atrnl1_0152	mmu_Atrnl1_0125000,mmu_Atrnl1_0131000	mm9_circ_018381	MMU_CIRCpedia_23942	4
cRNA_0375	chr19	57740062	57785935	45874	+	JNC-JNC	ENSMUSG00000054843.10	TRUE	1	NA	NA	mmu-Atrnl1_0022,mmu-Atrnl1_0147	mmu_Atrnl1_0126000,mmu_Atrnl1_0132000	mm9_circ_006555	MMU_CIRCpedia_23943	4
cRNA_0376	chr7	4437993	4447320	9328	-	JNC-JNC	ENSMUSG00000008435.16	TRUE	1	NA	NA	mmu-Rdh13_0001	mmu_Rdh13_0011000		MMU_CIRCpedia_39401	3
cRNA_0377	chr7	14312661	14343264	30604	-	JNC-JNC	ENSMUSG00000121301.1	TRUE	1	NA	NA	mmu-Nlrp5-ps_0001,mmu-Nlrp5-ps_0043	mmu_Nlrp5-ps_0025000,mmu_Nlrp5-ps_0017000		MMU_CIRCpedia_9614	3
cRNA_0378	chr7	44565265	44565894	630	-	JNC-JNC	ENSMUSG00000060279.15	TRUE	1	NA	NA	mmu-Ap2a1_0001	mmu_Ap2a1_0009000	mm9_circ_012298	MMU_CIRCpedia_20431	4
cRNA_0379	chr7	44792204	44792722	519	-	JNC-JNC	ENSMUSG00000007833.16	TRUE	1	NA	NA	mmu-Aldh16a1_0001	mmu_Aldh16a1_0002000		MMU_CIRCpedia_20520	3
cRNA_0380	chr7	46425189	46426458	1270	-	JNC-JNC	ENSMUSG00000014418.17	TRUE	1	NA	NA	mmu-Hps5_0004	mmu_Hps5_0027000		MMU_CIRCpedia_20954	3
cRNA_0381	chr7	46451096	46458303	7208	+	JNC-JNC	ENSMUSG00000006599.14	TRUE	1	NA	NA	mmu-Gtf2h1_0003	mmu_Gtf2h1_0001000		MMU_CIRCpedia_20964	3
cRNA_0382	chr7	46499602	46500482	881	+	JNC-JNC	ENSMUSG00000063229.16	TRUE	1	NA	NA	mmu-Ldha_0003	mmu_Ldha_0004000		MMU_CIRCpedia_20984	3
cRNA_0383	chr7	51537660	51547120	9461	+	JNC-JNC	ENSMUSG00000030498.16	TRUE	1	NA	NA	mmu-Gas2_0005	mmu_Gas2_0011000	mm9_circ_003692	MMU_CIRCpedia_22228	4
cRNA_0384	chr7	55747125	55748234	1110	+	JNC-JNC	ENSMUSG00000030451.17	TRUE	1	NA	NA	mmu-Herc2_0002	mmu_Herc2_0041000	mm9_circ_003431	MMU_CIRCpedia_23467	4
cRNA_0385	chr7	65774990	65775485	496	+	FULLEX	ENSMUSG00000032640.11	TRUE	NA	NA	NA	mmu-Chsy1_0001	mmu_Chsy1_0002000	mm9_circ_011565	MMU_CIRCpedia_26447	4
cRNA_0386	chr7	67347972	67361251	13280	+	JNC-JNC	ENSMUSG00000030555.17	TRUE	1	NA	NA	mmu-Ttc23_0005	mmu_Ttc23_0015000		MMU_CIRCpedia_26833	3
cRNA_0387	chr7	73151657	73153262	1606	-	JNC-JNC	ENSMUSG00000078671.12	TRUE	1	NA	NA	mmu-Chd2_0067	mmu_Chd2_0170000		MMU_CIRCpedia_28445	3
cRNA_0388	chr7	73163838	73169456	5619	-	JNC-JNC	ENSMUSG00000078671.12	TRUE	1	NA	NA	mmu-Chd2_0009	mmu_Chd2_0190000		MMU_CIRCpedia_28460	3
cRNA_0389	chr7	75345372	75354287	8916	+	JNC-JNC	ENSMUSG00000066406.17	TRUE	1	NA	NA	mmu-Akap13_0008	mmu_Akap13_0060000		MMU_CIRCpedia_29119	3
cRNA_0390	chr7	78944256	78946955	2700	+	JNC-JNC	ENSMUSG00000039202.13	TRUE	1	NA	NA	mmu-Abhd2_0001	mmu_Abhd2_0002000		MMU_CIRCpedia_30102	3
cRNA_0391	chr7	80045083	80046998	1916	-	JNC-JNC	ENSMUSG00000030530.16	TRUE	1	NA	NA	mmu-Furin_0005	mmu_Furin_0007000		MMU_CIRCpedia_30472	3
cRNA_0392	chr7	80950388	80956531	6144	+	JNC-JNC	ENSMUSG00000025584.18	TRUE	1	NA	NA	mmu-Pde8a_0009	mmu_Pde8a_0019000		MMU_CIRCpedia_30755	3
cRNA_0393	chr7	81543547	81555384	11838	-	JNC-JNC	ENSMUSG00000025104.14	TRUE	1	NA	NA	mmu-Hdgfrp3_0002	mmu_Hdgfl3_0009000	mm9_circ_002658	MMU_CIRCpedia_30959	4
cRNA_0394	chr7	89604739	89611569	6831	-	JNC-JNC	ENSMUSG00000030619.11	TRUE	1	NA	NA	mmu-Eed_0010	mmu_Eed_0003000		MMU_CIRCpedia_33569	3
cRNA_0395	chr7	89809656	89846228	36573	+	JNC-JNC	ENSMUSG00000039361.12	TRUE	1	NA	NA	mmu-Picalm_0024	mmu_Picalm_0017000		MMU_CIRCpedia_33657	3
cRNA_0396	chr7	89838358	89846228	7871	+	JNC-JNC	ENSMUSG00000039361.12	TRUE	1	NA	NA	mmu-Picalm_0025	mmu_Picalm_0083000		MMU_CIRCpedia_33681	3
cRNA_0397	chr7	92295198	92315073	19876	-	JNC-JNC	ENSMUSG00000041328.17	TRUE	1	NA	NA	mmu-Pcf11_0003	mmu_Pcf11_0005000		MMU_CIRCpedia_34401	3
cRNA_0398	chr7	97310020	97313973	3954	+	JNC-JNC	ENSMUSG00000035623.15	TRUE	1	NA	NA	mmu-Rsf1_0003,mmu-Rsf1_0036	mmu_Rsf1_0030000,mmu_Rsf1_0040000	mm9_circ_014201	MMU_CIRCpedia_35603	4
cRNA_0399	chr7	97310020	97320089	10070	+	JNC-JNC	ENSMUSG00000035623.15	TRUE	1	NA	NA	mmu-Rsf1_0002	mmu_Rsf1_0035000		MMU_CIRCpedia_35604	3
cRNA_0400	chr7	97532679	97538227	5549	+	JNC-JNC	ENSMUSG00000030774.14	TRUE	1	NA	NA	mmu-Pak1_0003	mmu_Pak1_0021000		MMU_CIRCpedia_35669	3
cRNA_0401	chr7	97532679	97543220	10542	+	JNC-JNC	ENSMUSG00000030774.14	TRUE	1	NA	NA	mmu-Pak1_0002	mmu_Pak1_0022000	mm9_circ_007229	MMU_CIRCpedia_35670	4
cRNA_0402	chr7	99584369	99604747	20379	-	JNC-JNC	ENSMUSG00000058761.6	TRUE	1	NA	NA	mmu-Rnf169_0002,mmu-Rnf169_0024	mmu_Rnf169_0021000,mmu_Rnf169_0020000	mm9_circ_015248	MMU_CIRCpedia_36209	4
cRNA_0403	chr7	109511122	109526221	15100	-	JNC-JNC	ENSMUSG00000035901.15	TRUE	1	NA	NA	mmu-Dennd5a_0006	mmu_Dennd5a_0024000		MMU_CIRCpedia_2709	3
cRNA_0404	chr7	113657775	113659654	1880	-	JNC-JNC	ENSMUSG00000055723.7	TRUE	1	NA	NA	mmu-Rras2_0001	mmu_Rras2_0018000	mm9_circ_001286	MMU_CIRCpedia_3654	4
cRNA_0405	chr7	115959231	115967424	8194	-	JNC-JNC	ENSMUSG00000030660.10	TRUE	1	NA	NA	mmu-Pik3c2a_0007	mmu_Pik3c2a_0041000		MMU_CIRCpedia_4050	3
cRNA_0406	chr7	115987079	115990628	3550	-	JNC-JNC	ENSMUSG00000030660.10	TRUE	1	NA	NA	mmu-Pik3c2a_0008	mmu_Pik3c2a_0086000		MMU_CIRCpedia_4069	3
cRNA_0407	chr7	117792673	117795258	2586	-	JNC-JNC	ENSMUSG00000030655.16	TRUE	1	NA	NA	mmu-Smg1_0027	mmu_Smg1_0097000	mm9_circ_014794	MMU_CIRCpedia_4448	4
cRNA_0408	chr7	120490819	120491276	458	+	JNC-JNC	ENSMUSG00000035064.18	TRUE	1	NA	NA	mmu-Eef2k_0010	mmu_Eef2k_0030000	mm9_circ_003237	MMU_CIRCpedia_5250	4
cRNA_0409	chr7	120647061	120656622	9562	+	JNC-JNC	ENSMUSG00000030876.8	TRUE	1	NA	NA	mmu-Mettl9_0006	mmu_Mettl9_0007000	mm9_circ_009705	MMU_CIRCpedia_5313	4
cRNA_0410	chr7	120651310	120656622	5313	+	JNC-JNC	ENSMUSG00000030876.8	TRUE	1	NA	NA	mmu-Mettl9_0005	mmu_Mettl9_0015000	mm9_circ_008117	MMU_CIRCpedia_5314	4
cRNA_0411	chr7	126151147	126151510	364	-	FULLEX	ENSMUSG00000030738.12	TRUE	NA	NA	NA	mmu-Eif3c_0002	mmu_Eif3c_0004000	mm9_circ_002440	MMU_CIRCpedia_6662	4
cRNA_0412	chr7	126477895	126478624	730	-	JNC-JNC	ENSMUSG00000059981.13	TRUE	1	NA	NA	mmu-Taok2_0001	mmu_Taok2_0021000		MMU_CIRCpedia_6742	3
cRNA_0413	chr7	129820728	129830522	9795	-	JNC-JNC	ENSMUSG00000030849.19	TRUE	1	NA	NA	mmu-Fgfr2_0017	mmu_Fgfr2_0027000		MMU_CIRCpedia_7463	3
cRNA_0414	chr7	129820728	129844374	23647	-	JNC-JNC	ENSMUSG00000030849.19	TRUE	1	NA	NA	mmu-Fgfr2_0015	mmu_Fgfr2_0029000	mm9_circ_002196	MMU_CIRCpedia_7465	4
cRNA_0415	chr7	129842930	129844374	1445	-	JNC-JNC	ENSMUSG00000030849.19	TRUE	1	NA	NA	mmu-Fgfr2_0019	mmu_Fgfr2_0040000	mm9_circ_014820	MMU_CIRCpedia_7474	4
cRNA_0416	chr7	132373307	132381114	7808	-	JNC-JNC	ENSMUSG00000030956.16	TRUE	1	NA	NA	mmu-Fam53b_0001	mmu_Fam53b_0009000		MMU_CIRCpedia_7869	3
cRNA_0417	chr7	132627442	132683589	56148	-	JNC-JNC	ENSMUSG00000030970.17	TRUE	1	NA	NA	mmu-Ctbp2_0001	mmu_Ctbp2_0016000	mm9_circ_002466	MMU_CIRCpedia_7927	4
cRNA_0418	chr7	142912447	142917431	4985	+	JNC-JNC	ENSMUSG00000009545.15	TRUE	1	NA	NA	mmu-Kcnq1_0003	mmu_Kcnq1_0020000		MMU_CIRCpedia_9336	3
cRNA_0419	chr7	144198445	144204291	5847	-	JNC-JNC	ENSMUSG00000031075.20	TRUE	1	NA	NA	mmu-Ano1_0002	mmu_Ano1_0019000		MMU_CIRCpedia_9512	3
cRNA_0420	chr6	3545510	3578915	33406	+	JNC-JNC	ENSMUSG00000001376.18	TRUE	1	NA	NA	mmu-Ccdc132_0024	mmu_Vps50_0064000	mm9_circ_017590	MMU_CIRCpedia_17750	4
cRNA_0421	chr6	5100432	5115480	15049	+	JNC-JNC	ENSMUSG00000032827.16	TRUE	1	NA	NA	mmu-Ppp1r9a_0020	mmu_Ppp1r9a_0049000	mm9_circ_017898	MMU_CIRCpedia_22015	4
cRNA_0422	chr6	8537817	8579739	41923	+	JNC-JNC	ENSMUSG00000029638.18	TRUE	1	NA	NA	mmu-ENSMUSG00000089862,ENSMUSG00000029638_0004	mmu_Glcci1_0009000		MMU_CIRCpedia_32063	3
cRNA_0423	chr6	8537817	8582790	44974	+	JNC-JNC	ENSMUSG00000029638.18	TRUE	1	NA	NA	mmu-ENSMUSG00000089862,ENSMUSG00000029638_0003	mmu_Glcci1_0011000		MMU_CIRCpedia_32064	3
cRNA_0424	chr6	22132228	22145686	13459	+	JNC-JNC	ENSMUSG00000062980.16	TRUE	1	NA	NA	mmu-Cped1_0001	mmu_Cped1_0013000	mm9_circ_015231	MMU_CIRCpedia_13458	4
cRNA_0425	chr6	29863142	29871285	8144	+	JNC-JNC	ENSMUSG00000029772.18	TRUE	1	NA	NA	mmu-Ahcyl2_0033,mmu-Ahcyl2_0055	mmu_Ahcyl2_0065000,mmu_Ahcyl2_0068000		MMU_CIRCpedia_15623	3
cRNA_0426	chr6	29878528	29886233	7706	+	JNC-JNC	ENSMUSG00000029772.18	TRUE	1	NA	NA	mmu-Ahcyl2_0034	mmu_Ahcyl2_0094000		MMU_CIRCpedia_37120	3
cRNA_0427	chr6	30835673	30840545	4873	-	JNC-JNC	ENSMUSG00000025607.16	TRUE	1	NA	NA	mmu-Copg2_0003	mmu_Copg2_0027000		MMU_CIRCpedia_15946	3
cRNA_0428	chr6	31395866	31410066	14201	+	JNC-JNC	ENSMUSG00000025609.16	TRUE	1	NA	NA	mmu-Mkln1_0034	mmu_Mkln1_0012000	mm9_circ_009396	MMU_CIRCpedia_16125	4
cRNA_0429	chr6	31395866	31428519	32654	+	JNC-JNC	ENSMUSG00000025609.16	TRUE	1	NA	NA	mmu-Mkln1_0036	mmu_Mkln1_0013000	mm9_circ_005522	MMU_CIRCpedia_16127	4
cRNA_0430	chr6	31395866	31436002	40137	+	JNC-JNC	ENSMUSG00000025609.16	TRUE	1	NA	NA	mmu-Mkln1_0013	mmu_Mkln1_0019000		MMU_CIRCpedia_16128	3
cRNA_0431	chr6	31409874	31436002	26129	+	JNC-JNC	ENSMUSG00000025609.16	TRUE	1	NA	NA	mmu-Mkln1_0005,mmu-Mkln1_0015	mmu_Mkln1_0049000,mmu_Mkln1_0053000		MMU_CIRCpedia_16137	3
cRNA_0432	chr6	31426431	31436002	9572	+	JNC-JNC	ENSMUSG00000025609.16	TRUE	1	NA	NA	mmu-Mkln1_0038	mmu_Mkln1_0061000		MMU_CIRCpedia_16143	3
cRNA_0433	chr6	35041833	35057161	15329	-	JNC-JNC	ENSMUSG00000038784.14	TRUE	1	NA	NA	mmu-Cnot4_0012	mmu_Cnot4_0015000		MMU_CIRCpedia_17595	3
cRNA_0434	chr6	35054916	35057161	2246	-	JNC-JNC	ENSMUSG00000038784.14	TRUE	1	NA	NA	mmu-Cnot4_0013	mmu_Cnot4_0025000		MMU_CIRCpedia_17600	3
cRNA_0435	chr6	37330492	37341078	10587	-	JNC-JNC	ENSMUSG00000038648.6	TRUE	1	NA	NA	mmu-Creb3l2_0004,mmu-Creb3l2_0007	mmu_Creb3l2_0005000,mmu_Creb3l2_0003000	mm9_circ_008902	MMU_CIRCpedia_18523	4
cRNA_0436	chr6	37880468	37908435	27968	+	JNC-JNC	ENSMUSG00000029833.18	TRUE	1	NA	NA	mmu-Trim24_0002	mmu_Trim24_0021000		MMU_CIRCpedia_18697	3
cRNA_0437	chr6	38417390	38440978	23589	+	JNC-JNC	ENSMUSG00000038538.18	TRUE	1	NA	NA	mmu-Ubn2_0048,mmu-Ubn2_0063	mmu_Ubn2_0009000,mmu_Ubn2_0038000		MMU_CIRCpedia_18887	3
cRNA_0438	chr6	38417390	38447157	29768	+	JNC-JNC	ENSMUSG00000038538.18	TRUE	1	NA	NA	mmu-Ubn2_0046,mmu-Ubn2_0021	mmu_Ubn2_0011000,mmu_Ubn2_0036000		MMU_CIRCpedia_18889	3
cRNA_0439	chr6	38438410	38447157	8748	+	JNC-JNC	ENSMUSG00000038538.18	TRUE	1	NA	NA	mmu-Ubn2_0044	mmu_Ubn2_0065000		MMU_CIRCpedia_18904	3
cRNA_0440	chr6	38438410	38464085	25676	+	JNC-JNC	ENSMUSG00000038538.18	TRUE	1	NA	NA	mmu-Ubn2_0043	mmu_Ubn2_0066000		MMU_CIRCpedia_18906	3
cRNA_0441	chr6	38439898	38447157	7260	+	JNC-JNC	ENSMUSG00000038538.18	TRUE	1	NA	NA	mmu-Ubn2_0047	mmu_Ubn2_0085000		MMU_CIRCpedia_18908	3
cRNA_0442	chr6	38561976	38580403	18428	+	JNC-JNC	ENSMUSG00000029823.17	TRUE	1	NA	NA	mmu-Luc7l2_0025,mmu-Luc7l2_0053	mmu_Luc7l2_0034000,mmu_Luc7l2_0037000		MMU_CIRCpedia_18940	3
cRNA_0443	chr6	47478102	47479524	1423	+	JNC-JNC	ENSMUSG00000029686.16	TRUE	1	NA	NA	mmu-Cul1_0018	mmu_Cul1_0031000		MMU_CIRCpedia_21092	3
cRNA_0444	chr6	47517611	47535228	17618	-	JNC-JNC	ENSMUSG00000029687.17	TRUE	1	NA	NA	mmu-Ezh2_0019	mmu_Ezh2_0018000		MMU_CIRCpedia_21107	3
cRNA_0445	chr6	47517611	47554601	36991	-	JNC-JNC	ENSMUSG00000029687.17	TRUE	1	NA	NA	mmu-Ezh2_0009	mmu_Ezh2_0015000	mm9_circ_010464	MMU_CIRCpedia_21108	4
cRNA_0446	chr6	47528666	47554601	25936	-	JNC-JNC	ENSMUSG00000029687.17	TRUE	1	NA	NA	mmu-Ezh2_0002	mmu_Ezh2_0041000		MMU_CIRCpedia_21118	3
cRNA_0447	chr6	47553470	47554601	1132	-	JNC-JNC	ENSMUSG00000029687.17	TRUE	1	NA	NA	mmu-Ezh2_0018	mmu_Ezh2_0055000	mm9_circ_002148	MMU_CIRCpedia_21123	4
cRNA_0448	chr6	47553497	47554601	1105	-	JNC-JNC	ENSMUSG00000029687.17	TRUE	1	NA	NA	mmu-Ezh2_0006	mmu_Ezh2_0058000	mm9_circ_009521	MMU_CIRCpedia_21124	4
cRNA_0449	chr6	50120699	50140629	19931	+	JNC-JNC	ENSMUSG00000038388.15	TRUE	1	NA	NA	mmu-Mpp6_0011	mmu_Mpp6_0009000	mm9_circ_010146	MMU_CIRCpedia_21740	4
cRNA_0450	chr6	50222910	50228493	5584	-	JNC-JNC	ENSMUSG00000029821.16	TRUE	1	NA	NA	mmu-Dfna5_0002	mmu_Gsdme_0006000		MMU_CIRCpedia_21778	3
cRNA_0451	chr6	52596962	52607334	10373	-	JNC-JNC	ENSMUSG00000029776.12	TRUE	1	NA	NA	mmu-Hibadh_0005	mmu_Hibadh_0023000		MMU_CIRCpedia_22407	3
cRNA_0452	chr6	65846165	65878843	32679	+	JNC-JNC	ENSMUSG00000029913.15	TRUE	1	NA	NA	mmu-Prdm5_0014	mmu_Prdm5_0035000	mm9_circ_017142	MMU_CIRCpedia_26346	4
cRNA_0453	chr6	65858033	65878843	20811	+	JNC-JNC	ENSMUSG00000029913.15	TRUE	1	NA	NA	mmu-Prdm5_0015	mmu_Prdm5_0046000		MMU_CIRCpedia_26353	3
cRNA_0454	chr6	72835757	72838908	3152	-	JNC-JNC	ENSMUSG00000055239.11	TRUE	1	NA	NA	mmu-Kcmf1_0002	mmu_Kcmf1_0015000		MMU_CIRCpedia_28203	3
cRNA_0455	chr6	83379649	83381806	2158	-	FULLEX	ENSMUSG00000034832.16	TRUE	NA	NA	NA	mmu-Tet3_0003,mmu-Tet3_0010	mmu_Tet3_0021000,mmu_Tet3_0020000		MMU_CIRCpedia_31281	3
cRNA_0456	chr6	84966307	84982018	15712	-	JNC-JNC	ENSMUSG00000033769.17	TRUE	1	NA	NA	mmu-Exoc6b_0037	mmu_Exoc6b_0077000	mm9_circ_017109	MMU_CIRCpedia_31895	4
cRNA_0457	chr6	88332465	88335624	3160	-	JNC-JNC	ENSMUSG00000033216.10	TRUE	1	NA	NA	mmu-Eefsec_0001	mmu_Eefsec_0027000	mm9_circ_010484	MMU_CIRCpedia_33084	4
cRNA_0458	chr6	93731995	93750670	18676	-	JNC-JNC	ENSMUSG00000045095.17	TRUE	1	NA	NA	mmu-Magi1_0041	mmu_Magi1_0057000		MMU_CIRCpedia_34585	3
cRNA_0459	chr6	94631828	94640979	9152	-	JNC-JNC	ENSMUSG00000030029.15	TRUE	1	NA	NA	mmu-Lrig1_0003	mmu_Lrig1_0010000		MMU_CIRCpedia_34925	3
cRNA_0460	chr6	98980161	98987018	6858	-	JNC-JNC	ENSMUSG00000030067.18	TRUE	1	NA	NA	mmu-Foxp1_0020,mmu-Foxp1_0031	mmu_Foxp1_0025000,mmu_Foxp1_0023000		MMU_CIRCpedia_35991	3
cRNA_0461	chr6	108790588	108795574	4987	+	JNC-JNC	ENSMUSG00000030105.9	TRUE	1	NA	NA	mmu-Arl8b_0002	mmu_Arl8b_0004000		MMU_CIRCpedia_2522	3
cRNA_0462	chr6	113385866	113386301	436	+	FULLEX	ENSMUSG00000030276.20	TRUE	NA	NA	NA	mmu-Ttll3_0001	mmu_Ttll3_0017000	mm9_circ_009482	MMU_CIRCpedia_3534	4
cRNA_0463	chr6	115614560	115621603	7044	-	JNC-JNC	ENSMUSG00000000441.18	TRUE	1	NA	NA	mmu-Raf1_0007	mmu_Raf1_0036000	mm9_circ_002626	MMU_CIRCpedia_3876	4
cRNA_0464	chr6	116019832	116020766	935	-	FULLEX	ENSMUSG00000030126.18	TRUE	NA	NA	NA	mmu-Tmcc1_0002	mmu_Tmcc1_0008000	mm9_circ_003215	MMU_CIRCpedia_3949	4
cRNA_0465	chr6	118753378	118757285	3908	-	JNC-JNC	ENSMUSG00000051331.17	TRUE	1	NA	NA	mmu-Cacna1c_0034	mmu_Cacna1c_0073000		MMU_CIRCpedia_4607	3
cRNA_0466	chr6	119029562	119034476	4915	-	JNC-JNC	ENSMUSG00000051331.17	TRUE	1	NA	NA	mmu-Cacna1c_0026	mmu_Cacna1c_0116000	mm9_circ_006741	MMU_CIRCpedia_4657	4
cRNA_0467	chr6	119897071	119897989	919	+	JNC-JNC	ENSMUSG00000030166.15	TRUE	1	NA	NA	mmu-Rad52_0003,mmu-Rad52_0005	mmu_Rad52_0014000,mmu_Rad52_0015000	mm9_circ_012490	MMU_CIRCpedia_4990,MMU_CIRCpedia_4991	4
cRNA_0468	chr6	119967053	119969521	2469	-	JNC-JNC	ENSMUSG00000045962.17	TRUE	1	NA	NA	mmu-Wnk1_0004	mmu_Wnk1_0073000		MMU_CIRCpedia_5028	3
cRNA_0469	chr6	134043270	134114380	71111	+	JNC-JNC	ENSMUSG00000030199.17	TRUE	1	NA	NA	mmu-Etv6_0003	mmu_Etv6_0013000		MMU_CIRCpedia_8039	3
cRNA_0470	chr6	134518615	134519008	394	-	FULLEX	ENSMUSG00000030201.16	TRUE	NA	NA	NA	mmu-Lrp6_0008	mmu_Lrp6_0057000		MMU_CIRCpedia_8121	3
cRNA_0471	chr6	134735582	134738397	2816	-	JNC-JNC	ENSMUSG00000030203.18	TRUE	1	NA	NA	mmu-Dusp16_0007	mmu_Dusp16_0013000		MMU_CIRCpedia_8165	3
cRNA_0472	chr6	135129819	135132287	2469	-	JNC-JNC	ENSMUSG00000042770.9	TRUE	1	NA	NA	mmu-Hebp1_0001	mmu_Hebp1_0005000		MMU_CIRCpedia_8215	3
cRNA_0473	chr6	140532035	140535481	3447	+	JNC-JNC	ENSMUSG00000030231.12	TRUE	1	NA	NA	mmu-Plekha5_0020	mmu_Plekha5_0135000		MMU_CIRCpedia_8992	3
cRNA_0474	chr6	143126313	143143291	16979	+	JNC-JNC	ENSMUSG00000030275.7	TRUE	1	NA	NA	mmu-Etnk1_0001	mmu_Etnk1_0004000		MMU_CIRCpedia_9329	3
cRNA_0475	chr6	146246555	146260985	14431	-	JNC-JNC	ENSMUSG00000030287.16	TRUE	1	NA	NA	mmu-Itpr2_0033	mmu_Itpr2_0083000		MMU_CIRCpedia_39568	3
cRNA_0476	chr5	3772546	3822787	50242	-	JNC-JNC	ENSMUSG00000040351.12	TRUE	1	NA	NA	mmu-Ankib1_0003	mmu_Ankib1_0030000		MMU_CIRCpedia_18492	3
cRNA_0477	chr5	3797021	3822787	25767	-	JNC-JNC	ENSMUSG00000040351.12	TRUE	1	NA	NA	mmu-Ankib1_0002	mmu_Ankib1_0048000	mm9_circ_000903	MMU_CIRCpedia_18584	4
cRNA_0478	chr5	3805594	3822787	17194	-	JNC-JNC	ENSMUSG00000040351.12	TRUE	1	NA	NA	mmu-Ankib1_0001	mmu_Ankib1_0056000		MMU_CIRCpedia_18606	3
cRNA_0479	chr5	20994627	20999479	4853	-	JNC-JNC	ENSMUSG00000039987.16	TRUE	1	NA	NA	mmu-Phtf2_0003	mmu_Phtf2_0025000		MMU_CIRCpedia_13048	3
cRNA_0480	chr5	21124523	21125160	638	-	FULLEX	ENSMUSG00000039968.10	TRUE	NA	NA	NA	mmu-Rsbn1l_0002	mmu_Rsbn1l_0025000		MMU_CIRCpedia_13094	3
cRNA_0481	chr5	23745373	23770263	24891	-	JNC-JNC	ENSMUSG00000062604.12	TRUE	1	NA	NA	mmu-Srpk2_0015	mmu_Srpk2_0045000	mm9_circ_004990	MMU_CIRCpedia_13930	4
cRNA_0482	chr5	25552359	25558406	6048	-	JNC-JNC	ENSMUSG00000038056.16	TRUE	1	NA	NA	mmu-Kmt2c_0018	mmu_Kmt2c_0100000		MMU_CIRCpedia_14487	3
cRNA_0483	chr5	28536109	28544306	8198	+	JNC-JNC	ENSMUSG00000048271.15	TRUE	1	NA	NA	mmu-Rbm33_0015	mmu_Rbm33_0004000		MMU_CIRCpedia_15161	3
cRNA_0484	chr5	28563272	28573311	10040	+	JNC-JNC	ENSMUSG00000048271.15	TRUE	1	NA	NA	mmu-Rbm33_0017,mmu-Rbm33_0056	mmu_Rbm33_0038000,mmu_Rbm33_0043000	mm9_circ_003298	MMU_CIRCpedia_15177	4
cRNA_0485	chr5	29969397	29971393	1997	+	JNC-JNC	ENSMUSG00000029131.15	TRUE	1	NA	NA				MMU_CIRCpedia_37238	1
