Sex	Tissue	gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Chr	start	end	width	strand	gene_id.y	gene_type	gene_name	mgi_id
Female	Heart	ENSMUSG00000092447	21.3922028651585	2.1090112157649368	1.948917967874277	1.0821446826031762	0.27918824394597114	NA	chr7	8354412	8360904	6493	-	ENSMUSG00000092447.2	unprocessed_pseudogene	Gm7696	MGI:3649133
Female	Heart	ENSMUSG00000096977	20.06959507746203	2.577927183153939	3.102283292912465	0.8309773607856897	0.4059864188139935	NA	chr10	18110801	18121767	10967	+	ENSMUSG00000096977.3	lncRNA	Gm10827	MGI:3642321
Female	Heart	ENSMUSG00000097251	7.687450914816878	2.250737714358076	2.092784496682914	1.0754751470710526	0.28216205334523653	NA	chr1	92836100	92838486	2387	-	ENSMUSG00000097251.3	lncRNA	5033417F24Rik	MGI:1923245
Female	Heart	ENSMUSG00000097472	11.449659667306221	2.2629004861213606	1.7862599947274942	1.266837130541336	0.20521353244989798	NA	chr8	72891233	72894664	3432	-	ENSMUSG00000097472.2	lncRNA	Gm26586	MGI:5477080
Female	Heart	ENSMUSG00000097906	23.51891919213532	2.198112824429105	2.9234451911646415	0.7518912381433843	0.4521164676811823	NA	chr13	67958365	67959319	955	+	ENSMUSG00000097906.2	processed_pseudogene	Gm9625	MGI:3780033
Female	Heart	ENSMUSG00000102187	6.657891246049206	2.442373319581369	2.2527280253177917	1.0841847271984038	0.2782829019798626	NA	chr1	173657365	173659820	2456	-	ENSMUSG00000102187.2	unprocessed_pseudogene	Gm7897	MGI:3648011
Female	Heart	ENSMUSG00000102539	11.894298845091328	2.6350982489768096	1.8428976740874299	1.4298668265896333	0.15275524469385168	NA	chr3	51720372	51726730	6359	+	ENSMUSG00000102539.2	lncRNA	Gm37229	MGI:5610457
Female	Heart	ENSMUSG00000105503	6.364834582110225	5.726473536177939	3.520429328302965	1.6266406742323116	0.10381343540963081	NA	chr5	44377025	44381345	4321	+	ENSMUSG00000105503.2	lncRNA	Gm42982	MGI:5663119
Female	Heart	ENSMUSG00000108137	5.5217783735358505	2.1605764245525054	2.4194553070321203	0.8930011719054342	0.37185654508712407	NA	chr6	113702184	113703112	929	+	ENSMUSG00000108137.2	lncRNA	Gm44053	MGI:5690445
Female	Heart	ENSMUSG00000108461	10.239823224865678	2.190435891583593	1.9351719498881876	1.1319076280069864	0.25767327139062823	NA	chr7	116042777	116043561	785	+	ENSMUSG00000108461.3	lncRNA	AV356131	MGI:2142184
Female	Heart	ENSMUSG00000108842	8.827131349094257	2.0059589461443332	2.5452971475684394	0.7881040325922873	0.43063585660953174	NA	chr7	51500052	51502566	2515	+	ENSMUSG00000108842.2	TEC	Gm45001	MGI:5753577
Female	Heart	ENSMUSG00000111058	15.221566307027569	2.005631103025605	2.0834096924937637	0.9626676453755667	0.3357143384840192	NA	chr9	63833937	63849084	15148	-	ENSMUSG00000111058.3	lncRNA	Gm36033	MGI:5595192
Female	Heart	ENSMUSG00000111371	7.864245279713126	5.942158641215918	3.1935734383236083	1.8606613425289242	0.06279201623172709	NA	chr9	123136149	123137048	900	+	ENSMUSG00000111371.2	lncRNA	Gm47162	MGI:6095937
Female	Heart	ENSMUSG00000111731	10.465438609026945	2.4105065523990645	1.9508337557257016	1.2356288921719865	0.21659654006412613	NA	chr10	8779725	8820881	41157	+	ENSMUSG00000111731.2	lncRNA	Gm48727	MGI:6098386
Female	Heart	ENSMUSG00000113841	8.87928092119928	2.024945632464146	2.556698159182819	0.7920159152112687	0.4283513963803142	NA	chr13	62597131	62599423	2293	-	ENSMUSG00000113841.2	TEC	Gm48701	MGI:6098338
Female	Heart	ENSMUSG00000114401	8.068247801739881	2.8180991823056116	2.6159815540517553	1.0772626351056669	0.2813629500210874	NA	chr13	78271487	78331325	59839	-	ENSMUSG00000114401.3	lncRNA	Gm38604	MGI:5621489
Female	Heart	ENSMUSG00000115471	17.59337596703972	2.046347087196671	2.6419260290249866	0.7745663825235424	0.4385959283889778	NA	chr14	94034577	94038609	4033	-	ENSMUSG00000115471.2	TEC	C230086J09Rik	MGI:2443423
Female	Heart	ENSMUSG00000118376	28.503838334233308	2.152261515700954	2.8630695631614294	0.7517321770290506	0.4522121359544141	NA	chr18	66637249	66644816	7568	+	ENSMUSG00000118376.2	lncRNA	Gm9926	MGI:3642582
Female	Heart	ENSMUSG00000118425	5.874541668170714	2.012268641042557	2.8961040894762498	0.694819170469273	0.48716863267398974	NA	chr4	42245504	42247349	1846	+	ENSMUSG00000118425.2	transcribed_unprocessed_pseudogene	Gm50470	MGI:6324740
Female	Heart	ENSMUSG00000118434	7.956997485996004	5.999923117739493	3.1744384092005653	1.8900738790047853	0.05874808003137539	NA	chr4	42216908	42220148	3241	+	ENSMUSG00000118434.2	transcribed_unprocessed_pseudogene	Gm13301	MGI:3707230
Female	Heart	ENSMUSG00000120436	4.919422586804382	5.35332846208136	3.800094489685719	1.4087356187093387	0.15891335852319316	NA	chr17	88923780	88932935	9156	-	ENSMUSG00000120436.1	lncRNA	ENSMUSG00000120436	NA
Female	Heart	ENSMUSG00000121339	5.780239269062918	5.551425074235089	3.558687973710924	1.5599639853915548	0.11876839220610136	NA	chr10	39822908	39836180	13273	-	ENSMUSG00000121339.1	lncRNA	Mfsd4b3-ps	NA
Male	Kidney	ENSMUSG00000089875	62.613011707624864	4.034501107131422	1.2082473481930995	3.3391350812107357	8.403968725498832e-4	0.04880411401589714	chr13	59917311	59923221	5911	+	ENSMUSG00000089875.4	lncRNA	Etohd2	MGI:1261417
Female	Limb_muscle	ENSMUSG00000112324	95.29552318822047	2.383411141372238	0.37080208195466174	6.42771779707445	1.2953392803247615e-10	2.0268173719241543e-7	chr10	25775177	25779814	4638	+	ENSMUSG00000112324.2	lncRNA	Gm47939	MGI:6097203
Male	Limb_muscle	ENSMUSG00000100252	29.254075521415857	2.83559366988954	0.5777912401966863	4.907643925034713	9.217700895240335e-7	9.189058321837046e-5	chr3	17843892	17863134	19243	+	ENSMUSG00000100252.8	lncRNA	Mir124-2hg	MGI:1917691
Female	Limb_muscle	ENSMUSG00000101249	4601.045391399956	8.43427879408554	1.8570452522504315	4.541773434903964	5.578297336646992e-6	0.002409888417097765	chr1	24654787	24655278	492	-	ENSMUSG00000101249.2	unprocessed_pseudogene	Gm29216	MGI:5579922
Male	Limb_muscle	ENSMUSG00000101249	3165.882311217069	2.3956972503995884	2.058841349373605	1.163614307206561	0.24458035070307052	0.5916380279788651	chr1	24654787	24655278	492	-	ENSMUSG00000101249.2	unprocessed_pseudogene	Gm29216	MGI:5579922
Male	Limb_muscle	ENSMUSG00000102099	10.33861396591129	2.2701898660916076	0.6438777484621232	3.5258088534878977	4.221915700743986e-4	NA	chr13	35351910	35372000	20091	+	ENSMUSG00000102099.3	lncRNA	1700011B04Rik	MGI:1922894
Male	Limb_muscle	ENSMUSG00000111116	10.169785055104892	2.0524778566914232	0.7007552054226196	2.9289512811447342	0.003401077255023597	NA	chr10	44473885	44478170	4286	-	ENSMUSG00000111116.2	lncRNA	Gm48065	MGI:6097392
Female	Liver	ENSMUSG00000072109	146.06766666378587	2.3307502549407237	0.4654617591679468	5.007393645198999	5.517201887557832e-7	2.1132965192322933e-4	chr1	85083667	85091756	8090	+	ENSMUSG00000072109.13	lncRNA	A530040E14Rik	MGI:3612703
Female	Liver	ENSMUSG00000097736	58.11236863521646	2.0781254279415107	0.44512494920652157	4.6686339007642035	3.032091326534562e-6	7.694310752497267e-4	chr9	122401564	122508661	107098	+	ENSMUSG00000097736.9	lncRNA	9530059O14Rik	MGI:2442421
Female	Liver	ENSMUSG00000115774	29.863740002723592	3.4913889806913594	0.7507709234533185	4.650405165708908	3.3128355430362693e-6	8.201691995021866e-4	chr14	118446790	118450557	3768	+	ENSMUSG00000115774.2	lncRNA	4933431J24Rik	MGI:1918548
Female	Liver	ENSMUSG00000087340	33.43857297412056	2.344061096931073	0.5191915208107318	4.514829312448626	6.336778270157185e-6	0.0013968060430723725	chrX	165947093	165954274	7182	+	ENSMUSG00000087340.2	lncRNA	Gm15228	MGI:3705118
Female	Liver	ENSMUSG00000121478	35.39106606141388	2.490650195381164	0.5680922220122779	4.384235690745533	1.163937041851074e-5	0.0022720274890979473	chr1	85250107	85267563	17457	+	ENSMUSG00000121478.1	lncRNA	ENSMUSG00000121478	NA
Female	Liver	ENSMUSG00000086539	30.739855753313453	2.404837261397339	0.5719441831356965	4.204671246436612	2.6146191573254483e-5	0.0038743431521689807	chr9	63305883	63475973	170091	+	ENSMUSG00000086539.9	lncRNA	Gm16759	MGI:4439683
Female	Liver	ENSMUSG00000117265	27.896168141464578	2.2900180352073267	0.5502696255649492	4.1616290066096555	3.1598540625021866e-5	0.0043343376569497894	chr17	40831048	40835950	4903	-	ENSMUSG00000117265.2	TEC	Gm49847	MGI:6270517
Male	Liver	ENSMUSG00000074365	13.931599601709275	2.6304556852293266	0.6512543956553511	4.039060162630187	5.3665800123582544e-5	0.005695996679074288	chr7	15616542	15637945	21404	+	ENSMUSG00000074365.14	lncRNA	Crxos	MGI:2451355
Female	Liver	ENSMUSG00000111752	17.815428471718533	2.8124211683836506	0.7096876637738496	3.9628998951852457	7.404483472987662e-5	0.007829084322141798	chr10	85056806	85102256	45451	-	ENSMUSG00000111752.2	lncRNA	Gm38575	MGI:5621460
Female	Liver	ENSMUSG00000097125	16.952975312947757	2.8675741235840317	0.7241060105015554	3.960157880194632	7.490022796957616e-5	0.007837615948411189	chr17	29665893	29710899	45007	-	ENSMUSG00000097125.4	lncRNA	Gm26885	MGI:5477379
Female	Liver	ENSMUSG00000121342	22.98345439627594	2.036787813386073	0.5298099612423675	3.844374327371927	1.2086040216359936e-4	0.010621588849884116	chr1	85177334	85180892	3559	+	ENSMUSG00000121342.1	lncRNA	ENSMUSG00000121342	NA
Female	Liver	ENSMUSG00000083202	14.828119990615779	3.0631949734480517	0.8290542540795239	3.694806411492373	2.2005438123489306e-4	0.016159663933088392	chr4	40069101	40070987	1887	+	ENSMUSG00000083202.2	processed_pseudogene	Gm12388	MGI:3651412
Female	Liver	ENSMUSG00000105917	14.76751120246856	2.8581262932202898	0.7795578426694002	3.666342812270804	2.460440402172744e-4	0.017227374381800845	chr3	143074337	143077543	3207	+	ENSMUSG00000105917.2	lncRNA	Gm43612	MGI:5663749
Female	Liver	ENSMUSG00000087470	36.77226519970975	2.2355893488610907	0.6210458982991122	3.5997167922432225	3.1856394779942044e-4	0.020728098411141135	chr4	127368641	127464295	95655	+	ENSMUSG00000087470.4	lncRNA	A630031M04Rik	MGI:2444470
Female	Liver	ENSMUSG00000102717	18.430777388963275	2.6496843080155656	0.7399277260009323	3.58100421825824	3.4227612749143237e-4	0.021474129789963287	chr1	136044315	136047560	3246	-	ENSMUSG00000102717.2	lncRNA	Gm37759	MGI:5610987
Female	Liver	ENSMUSG00000108289	29.289978307167235	3.3357287270927105	0.9435592126107382	3.535261679935346	4.073715234240809e-4	0.023943251409861484	chr6	71329971	71350268	20298	+	ENSMUSG00000108289.3	lncRNA	Gm44174	MGI:5690566
Female	Liver	ENSMUSG00000103903	13.432809289276763	2.3367785118521316	0.6652207588295392	3.5127865161088936	4.434336139290189e-4	0.02492227643896756	chr1	7734305	7735185	881	+	ENSMUSG00000103903.2	processed_pseudogene	Rps2-ps2	MGI:3645546
Female	Liver	ENSMUSG00000086273	14.858468968729543	2.1312518196623427	0.6207212286862048	3.4335088299996923	5.958227965101628e-4	0.029204495484841532	chr3	82784012	82850945	66934	+	ENSMUSG00000086273.8	lncRNA	Rbm46os	MGI:1925462
Female	Liver	ENSMUSG00000105986	20.08211902425906	2.1443904709859636	0.6310799784764036	3.397969424038927	6.788800714592929e-4	0.03153763004735722	chr3	103772022	103774113	2092	+	ENSMUSG00000105986.2	lncRNA	Gm43065	MGI:5663202
Female	Liver	ENSMUSG00000092314	15.113461524118769	2.9287876383124765	0.8767293264569245	3.3405836327483382	8.360249682990864e-4	0.036499232003096245	chr7	7496962	7509877	12916	-	ENSMUSG00000092314.2	unprocessed_pseudogene	Gm3563	MGI:3781740
Male	Lung	ENSMUSG00000091542	42.75767260517287	2.3266510486715766	0.3591075615844407	6.478980944890204	9.234416376777102e-11	1.789732498445811e-7	chr4	42206998	42235313	28316	+	ENSMUSG00000091542.2	lncRNA	Gm17167	MGI:4937994
Male	Lung	ENSMUSG00000121342	12.703393742784996	2.4308731439997993	0.5080004217370022	4.7851793817177	1.7083468875328345e-6	8.764321988010362e-4	chr1	85177334	85180892	3559	+	ENSMUSG00000121342.1	lncRNA	ENSMUSG00000121342	NA
Female	Lung	ENSMUSG00000072844	97.30610993948025	3.002974344545112	0.6016900493234364	4.990899131407895	6.00988774957941e-7	0.0018908846114030274	chrX	168758039	168761913	3875	-	ENSMUSG00000072844.7	lncRNA	G530011O06Rik	MGI:3603513
Female	Lung	ENSMUSG00000089652	41.67922597220861	3.3923941428978055	0.7914974014324146	4.2860458376217165	1.8188147491357756e-5	0.021110109567494362	chr1	85304450	85320336	15887	+	ENSMUSG00000089652.2	lncRNA	Gm16025	MGI:3802144
Male	Lung	ENSMUSG00000100627	14.968696358770671	2.01483573994435	0.5782452296984312	3.4843966477598705	4.932479173899376e-4	0.02826295907347752	chr1	153913343	153993697	80355	-	ENSMUSG00000100627.8	lncRNA	A830008E24Rik	MGI:3041183
Male	Lung	ENSMUSG00000089652	23.536439792882003	2.37515869367744	0.6985049754505435	3.400346135180263	6.730060043135019e-4	0.03381934221853776	chr1	85304450	85320336	15887	+	ENSMUSG00000089652.2	lncRNA	Gm16025	MGI:3802144
Female	Lung	ENSMUSG00000087674	24.297951067451365	4.615953621315817	1.160173626725581	3.9786748422679326	6.930043970735755e-5	0.04007147499484602	chr2	19349128	19357065	7938	+	ENSMUSG00000087674.9	lncRNA	4930447M23Rik	MGI:1918902
Female	Lung	ENSMUSG00000104028	17.004160721540167	6.989668194636611	1.7550794032815265	3.9825367339892495	6.818358205116885e-5	0.04007147499484602	chr3	92169578	92170781	1204	-	ENSMUSG00000104028.2	processed_pseudogene	Gm5851	MGI:3645652
Female	Lung	ENSMUSG00000048603	77.60755054726309	2.3730059241829418	0.6293642456800372	3.770480990096402	1.6293321405795705e-4	0.06130147446544683	chr13	98452930	98463737	10808	+	ENSMUSG00000048603.10	lncRNA	Gm9828	MGI:3642913
Female	Lung	ENSMUSG00000106386	31.57079404400916	3.5468132344162977	0.941649877669866	3.7665944832839227	1.6548947254604635e-4	0.06130147446544683	chr5	132000889	132004725	3837	-	ENSMUSG00000106386.2	TEC	Gm42991	MGI:5663128
Female	Lung	ENSMUSG00000073510	12.09411567119187	6.535393214347209	1.7682681946958043	3.695928725037943	2.1908443430584788e-4	0.07136391894372837	chr5	95110877	95113553	2677	+	ENSMUSG00000073510.3	unprocessed_pseudogene	Gm7647	MGI:3779753
Female	Lung	ENSMUSG00000103586	11.46401044723024	6.514677883782324	1.7643910202271265	3.6923095895963596	2.2222671170388643e-4	0.07136391894372837	chr6	41032817	41040036	7220	+	ENSMUSG00000103586.6	lncRNA	5830405F06Rik	MGI:1923265
Female	Lung	ENSMUSG00000109476	16.402049758282697	6.934759954914573	1.8908249186788444	3.6675843894420552	2.448527508952352e-4	0.07682140971442662	chr7	50616544	50619151	2608	-	ENSMUSG00000109476.2	processed_pseudogene	Gm21034	MGI:5434389
Female	Lung	ENSMUSG00000074981	31.781328248244428	3.144385959331347	0.861091961649071	3.651626190203374	2.605850007691504e-4	0.07975936843854511	chr2	105833674	106236496	402823	+	ENSMUSG00000074981.15	transcribed_unitary_pseudogene	Dcdc5	MGI:3045363
Female	Lung	ENSMUSG00000031559	17.032426089238974	4.613187783145096	1.2857937649959077	3.5878131538145843	3.33463110773878e-4	0.09072512329096523	chr8	49823921	50002029	178109	+	ENSMUSG00000031559.16	lncRNA	4930555F03Rik	MGI:1922609
Female	Lung	ENSMUSG00000117800	19.121646606622605	3.388578798962982	0.9433647607375182	3.5920133335421673	3.2813305643816034e-4	0.09072512329096523	chr19	37453701	37460282	6582	+	ENSMUSG00000117800.2	lncRNA	1700122C19Rik	MGI:1925890
Female	Lung	ENSMUSG00000103445	13.059031972369244	6.543719237754139	1.8731172444326583	3.4934915351420743	4.767480981445983e-4	0.10833224848650967	chr9	72348042	72351288	3247	+	ENSMUSG00000103445.2	TEC	Gm36948	MGI:5610176
Female	Lung	ENSMUSG00000096144	11.007295306137564	6.339665530586204	1.830377479766902	3.4635836600183474	5.330308145772666e-4	0.11601711807504529	chr14	57252591	57256439	3849	+	ENSMUSG00000096144.4	lncRNA	B020004C17Rik	MGI:3588236
Female	Lung	ENSMUSG00000099696	20.663795470790305	3.5915693325153017	1.050818418451355	3.417878169482775	6.311135021729018e-4	0.12907552968258565	chr9	46824775	46838665	13891	+	ENSMUSG00000099696.8	lncRNA	2900052N01Rik	MGI:1920290
Female	Lung	ENSMUSG00000109506	35.46587720798159	3.186111248158698	0.9352513852327755	3.4066896862876113	6.575584095711113e-4	0.13058724761706517	chr7	82976946	83018637	41692	-	ENSMUSG00000109506.2	lncRNA	Gm44724	MGI:5753300
Female	Lung	ENSMUSG00000117373	13.174742139763456	6.567208603420457	1.9314036006558832	3.4002259295728274	6.73301955654887e-4	0.13058724761706517	chr17	33083573	33085274	1702	+	ENSMUSG00000117373.3	transcribed_unprocessed_pseudogene	Gm18273	MGI:5010458
Male	Marrow	ENSMUSG00000101279	20.609037052515948	3.481764096208635	0.4372077970770792	7.9636367866394755	1.6705515019431687e-15	2.3286095810836156e-12	chr1	85045115	85057957	12843	-	ENSMUSG00000101279.2	unprocessed_pseudogene	Gm18342	MGI:5010527
Male	Marrow	ENSMUSG00000099693	13.083036190055067	6.541211656358857	0.9042674846440715	7.233713218090045	4.699636610233286e-13	3.573219162698735e-10	chr1	84968359	84970753	2395	-	ENSMUSG00000099693.2	unprocessed_pseudogene	Gm29284	MGI:5579990
Male	Marrow	ENSMUSG00000121478	58.36958775264787	2.7920706224011314	0.39481740462682946	7.071802280449413	1.5293422637646308e-12	1.0658878352496242e-9	chr1	85250107	85267563	17457	+	ENSMUSG00000121478.1	lncRNA	ENSMUSG00000121478	NA
Female	Marrow	ENSMUSG00000089652	54.16328495235293	3.1750222514619932	0.5514338178050165	5.757757592924163	8.523863843439261e-9	1.8793211447057428e-6	chr1	85304450	85320336	15887	+	ENSMUSG00000089652.2	lncRNA	Gm16025	MGI:3802144
Male	Marrow	ENSMUSG00000089652	38.67661097090921	2.5565861487937296	0.44614717595925824	5.730364970476009	1.0021477552788047e-8	3.223639519720878e-6	chr1	85304450	85320336	15887	+	ENSMUSG00000089652.2	lncRNA	Gm16025	MGI:3802144
Female	Marrow	ENSMUSG00000110697	74.63361787788601	2.5794806881102725	0.4588806744658023	5.621244980763526	1.8958620205600555e-8	3.5825729783528848e-6	chr8	127539378	127634965	95588	-	ENSMUSG00000110697.3	lncRNA	Gm31718	MGI:5590877
Male	Marrow	ENSMUSG00000090254	43.21479355787836	2.368821386974915	0.41598104852783774	5.694541603176885	1.2370382074647123e-8	3.904139263445706e-6	chr6	89117976	89124370	6395	+	ENSMUSG00000090254.8	lncRNA	Gm1965	MGI:3584270
Female	Marrow	ENSMUSG00000121478	100.03224137900882	3.1105027032629295	0.5588961042257035	5.565439944463793	2.6149183165487067e-8	4.389496974097443e-6	chr1	85250107	85267563	17457	+	ENSMUSG00000121478.1	lncRNA	ENSMUSG00000121478	NA
Male	Marrow	ENSMUSG00000105501	18.36895869485761	3.0646392409049503	0.6210540316962604	4.934577483596108	8.032445337454364e-7	1.6187796766216765e-4	chr14	54586919	54589093	2175	-	ENSMUSG00000105501.2	lncRNA	5330426L24Rik	MGI:1925535
Female	Marrow	ENSMUSG00000079455	64.15345900326962	2.247750630720094	0.5113076506362678	4.3960825305919204	1.1022204002078263e-5	6.958119552081201e-4	chr1	85244419	85263212	18794	+	ENSMUSG00000079455.12	transcribed_unprocessed_pseudogene	Gm16026	MGI:3783243
Female	Marrow	ENSMUSG00000090252	44.25632538769023	2.9345168050696766	0.6774098553542602	4.331966507241075	1.4778342667198844e-5	8.899874262870147e-4	chr1	85224572	85233186	8615	+	ENSMUSG00000090252.2	lncRNA	Gm16028	MGI:3801982
Female	Marrow	ENSMUSG00000121499	84.75306919136474	2.3238806991058234	0.5579234377688723	4.165232255520557	3.11035758266943e-5	0.0014966189645339682	chr15	75002080	75006984	4905	-	ENSMUSG00000121499.1	lncRNA	Ly6a2	NA
Female	Marrow	ENSMUSG00000086712	51.84630837482673	2.6933754983189373	0.6725329832951654	4.004822908643653	6.206395881034e-5	0.0025396365638402836	chr4	53261356	53270232	8877	-	ENSMUSG00000086712.3	lncRNA	Mexis	MGI:2140270
Female	Marrow	ENSMUSG00000121159	38.09888166678589	2.4314514574863213	0.609347164777626	3.990256454830065	6.600189118815576e-5	0.0026638796082826145	chr8	121017388	121020355	2968	-	ENSMUSG00000121159.1	lncRNA	ENSMUSG00000121159	NA
Male	Marrow	ENSMUSG00000091542	69.96544870781929	2.472927308991032	0.6301637980588815	3.924261147035879	8.699632495450431e-5	0.006929464416733303	chr4	42206998	42235313	28316	+	ENSMUSG00000091542.2	lncRNA	Gm17167	MGI:4937994
Female	Marrow	ENSMUSG00000087340	48.70421712258724	2.541431222015115	0.7256076034856638	3.5024870326697553	4.609362194841811e-4	0.01182109346218806	chrX	165947093	165954274	7182	+	ENSMUSG00000087340.2	lncRNA	Gm15228	MGI:3705118
Female	Marrow	ENSMUSG00000097604	24.788523595127693	2.8558450462787377	0.8280020516717821	3.449079673791421	5.625007055670221e-4	0.013965143567455547	chr9	57905324	57914734	9411	+	ENSMUSG00000097604.2	lncRNA	Gm17322	MGI:4936956
Female	Marrow	ENSMUSG00000104763	36.77459010416662	2.4019238564771563	0.743160593122398	3.232038779647135	0.0012291037460870227	0.02500870597410124	chr3	127709817	127748869	39053	+	ENSMUSG00000104763.3	lncRNA	9830132P13Rik	MGI:5439414
Female	Marrow	ENSMUSG00000102975	25.40442124337585	2.0071207651259106	0.9096424532466788	2.206494164781044	0.027349418354661734	0.208572848701633	chr1	40127671	40130741	3071	+	ENSMUSG00000102975.2	TEC	Gm37347	MGI:5610575
Male	Marrow	ENSMUSG00000121289	13.80022097886185	2.113382181463381	1.2992653229396802	1.6265978504542116	0.10382253616162264	0.46889329851604433	chrY	72071411	72082081	10671	-	ENSMUSG00000121289.1	lncRNA	ENSMUSG00000121289	NA
Male	Mesenteric_adipose	ENSMUSG00000091199	45.64605793048729	5.161939214198856	0.5693363237398293	9.066590342051875	1.2279958385811365e-19	3.3061156534142997e-16	chr1	85286380	85305006	18627	-	ENSMUSG00000091199.11	lncRNA	Gm2619	MGI:3780787
Male	Mesenteric_adipose	ENSMUSG00000115099	125.039812069596	2.139993261999146	0.2651731979295987	8.070171792276295	7.019932426507646e-16	6.018023847198869e-13	chr14	103584343	103687303	102961	+	ENSMUSG00000115099.3	lncRNA	1700087I21Rik	MGI:1923869
Male	Mesenteric_adipose	ENSMUSG00000112327	31.633081920741677	3.790679778685404	0.5379025118189688	7.047150172002094	1.8261920334222406e-12	7.170086471224073e-10	chr10	56846178	56858328	12151	-	ENSMUSG00000112327.3	lncRNA	Gm36827	MGI:5595986
Male	Mesenteric_adipose	ENSMUSG00000093812	78.75665073136467	2.3731693451838924	0.39941739252723546	5.941577381415785	2.822924251982868e-9	3.8832722958298635e-7	chr9	102616847	102633884	17038	+	ENSMUSG00000093812.2	lncRNA	Gm5627	MGI:3645308
Male	Mesenteric_adipose	ENSMUSG00000037735	48.55759387634323	2.110455046459845	0.363917461440419	5.7992684333048174	6.660484242861588e-9	8.046377310318557e-7	chr12	5425870	5466631	40762	+	ENSMUSG00000037735.8	lncRNA	2810032G03Rik	MGI:1919919
Male	Mesenteric_adipose	ENSMUSG00000121342	27.15754255274108	2.2777513880968145	0.3999888079478673	5.694537804151976	1.237065750304531e-8	1.3476150942334793e-6	chr1	85177334	85180892	3559	+	ENSMUSG00000121342.1	lncRNA	ENSMUSG00000121342	NA
Male	Mesenteric_adipose	ENSMUSG00000099349	99.97355987716655	3.3135493087804986	0.666909425393994	4.968514737699102	6.746767338512545e-7	3.8883662771133765e-5	chr15	11964362	11970172	5811	+	ENSMUSG00000099349.8	lncRNA	1700047G03Rik	MGI:1920589
Male	Mesenteric_adipose	ENSMUSG00000073000	23.695850240041857	2.3167623773407953	0.4749148558797764	4.8782689121169085	1.0702095208590148e-6	5.6975052627426535e-5	chr12	76491271	76498110	6840	+	ENSMUSG00000073000.4	lncRNA	Gm10451	MGI:3641898
Female	Mesenteric_adipose	ENSMUSG00000112327	30.06135959078755	4.414448345774297	0.8460746298071434	5.217563782500533	1.8129180426529944e-7	1.076510733727348e-4	chr10	56846178	56858328	12151	-	ENSMUSG00000112327.3	lncRNA	Gm36827	MGI:5595986
Male	Mesenteric_adipose	ENSMUSG00000086631	20.545946757002056	2.6328206415908975	0.5921061388155825	4.446534952090602	8.726647382829154e-6	3.2696301506321716e-4	chr7	34243897	34281116	37220	+	ENSMUSG00000086631.3	lncRNA	Gm12784	MGI:3650358
Male	Mesenteric_adipose	ENSMUSG00000089887	24.287795810856935	2.7210661452156546	0.6243772495622046	4.358048194618859	1.312274906556425e-5	4.521230875495865e-4	chr14	24667625	24788944	121320	+	ENSMUSG00000089887.3	lncRNA	4930428N03Rik	MGI:1921121
Male	Mesenteric_adipose	ENSMUSG00000114538	35.94735428372298	2.1660200219920513	0.5084833282541955	4.259766056497408	2.0464097880269576e-5	6.473811904451508e-4	chr14	7404532	7454574	50043	+	ENSMUSG00000114538.2	lncRNA	Gm31517	MGI:5590676
Male	Mesenteric_adipose	ENSMUSG00000121494	18.797600823635953	2.350878912629042	0.5894191423887325	3.988467193484183	6.650159732114889e-5	0.0016173016711903453	chr15	75299450	75303678	4229	-	ENSMUSG00000121494.1	lncRNA	9030619P08Rik	NA
Male	Mesenteric_adipose	ENSMUSG00000117042	23.205805483712478	2.062295833123955	0.5244816326074349	3.932064928320467	8.421931022151806e-5	0.001945094510336678	chr17	13702815	13889153	186339	-	ENSMUSG00000117042.2	lncRNA	2700054A10Rik	MGI:1919828
Male	Mesenteric_adipose	ENSMUSG00000103881	25.776870362777483	2.326726237555559	0.591914093106741	3.930851224277196	8.464564106223735e-5	0.0019511049829713286	chr3	5277898	5280276	2379	+	ENSMUSG00000103881.2	TEC	Gm10748	MGI:3641901
Male	Mesenteric_adipose	ENSMUSG00000054618	37.69772692300689	2.3118412101342942	0.6119528781802355	3.7778091950625634	1.582140174795336e-4	0.0031855783904052247	chr8	34516416	34524200	7785	+	ENSMUSG00000054618.10	lncRNA	Gm9951	MGI:3641827
Female	Mesenteric_adipose	ENSMUSG00000091199	22.03634992391911	2.842572556449973	0.654791193451929	4.341189351470192	1.4171353030446873e-5	0.003808415679484758	chr1	85286380	85305006	18627	-	ENSMUSG00000091199.11	lncRNA	Gm2619	MGI:3780787
Male	Mesenteric_adipose	ENSMUSG00000079407	25.775059069875365	2.1775800730742585	0.5949510330862808	3.66009965858562	2.5211717334919405e-4	0.004608535643975665	chr14	19163941	19207433	43493	-	ENSMUSG00000079407.10	lncRNA	1700110I01Rik	MGI:1920799
Female	Mesenteric_adipose	ENSMUSG00000097603	23.499939225705553	2.693673217753074	0.6709482901211195	4.01472551225492	5.951501613049254e-5	0.009326302316527358	chr6	67092657	67145410	52754	+	ENSMUSG00000097603.4	lncRNA	A430010J10Rik	MGI:2442501
Male	Mesenteric_adipose	ENSMUSG00000083365	9774.432460420318	2.9720774532594136	0.8977956517122063	3.310416404436018	9.315727352434183e-4	0.012175048383077298	chr4	122349003	122349228	226	+	ENSMUSG00000083365.2	processed_pseudogene	Gm12895	MGI:3649907
